ts,spot,1h_close,1h_sma20,1h_sma50,1h_rsi,15m_K,15m_K_prev,regime,pos_active,pos_side,pos_engine,pos_strike,pos_ltp,pos_pnl_pct,pos_sl,tr_armed,tr_sl,peak_prem,day_losses,flips_today,halted,chop_block
2026-08-26T09:06:09.460645+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,BASE,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:06:09.460645+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:06:09.460645+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,FUT5VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:06:09.460645+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,ORB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:06:09.460645+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,GAPBREAK,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:06:09.460645+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,EXPIRY,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:11:12.230070+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,BASE,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:11:12.230070+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:11:12.230070+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,FUT5VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:11:12.230070+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,ORB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:11:12.230070+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,GAPBREAK,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:11:12.230070+05:30,77666.39,77526.75,77409.012,77409.28779999999,55.74264529552888,98.48270804722081,100.0,CHOP,False,,EXPIRY,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:16:17.836307+05:30,77899.25,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,BASE,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:16:17.836307+05:30,77899.25,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,True,PE,VWAP,77900,157.15,18.202331703648003,109.019,False,0.0,162.65,0,0,False,False
2026-08-26T09:16:17.836307+05:30,77899.25,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,FUT5VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:16:17.836307+05:30,77899.25,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,ORB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:16:17.836307+05:30,77899.25,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,GAPBREAK,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:16:17.836307+05:30,77899.25,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,EXPIRY,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:21:25.569892+05:30,77882.69,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,BASE,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:21:25.569892+05:30,77882.69,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:21:25.569892+05:30,77882.69,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,FUT5VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:21:25.569892+05:30,77882.69,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,ORB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-08-26T09:21:25.569892+05:30,77882.69,77666.39,77414.158,77404.1774,60.02507585502601,98.48270804722081,98.48270804722081,CHOP,False,,GAPBREAK,0,0,0,0.0,False,0.0,0.0,0,0,False,False
