ts,spot,1h_close,1h_sma20,1h_sma50,1h_rsi,15m_K,15m_K_prev,regime,pos_active,pos_side,pos_engine,pos_strike,pos_ltp,pos_pnl_pct,pos_sl,tr_armed,tr_sl,peak_prem,day_losses,flips_today,halted,chop_block
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,BASE,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,FUT5VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,ORB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,GAPBREAK,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,EXPIRY,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,CRUSH,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,WCR,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,LSC,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:25:36.094225+05:30,23258.95,23477.8,23521.9625,23735.238999999998,39.65422158361854,35.52549369252761,6.802817985352625,BEAR,False,,PGB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,BASE,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,FUT5VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,ORB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,GAPBREAK,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,EXPIRY,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,CRUSH,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,WCR,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,LSC,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:30:40.232617+05:30,23258.25,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,PGB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,BASE,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,FUT5VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,ORB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,GAPBREAK,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,EXPIRY,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,CRUSH,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,WCR,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,LSC,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:35:46.256245+05:30,23256.05,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,PGB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,BASE,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,FUT5VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,ORB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,GAPBREAK,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,EXPIRY,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,CRUSH,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,WCR,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,LSC,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:40:52.448234+05:30,23259.15,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.333333333333336,35.525307859880236,BEAR,False,,PGB,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:46:00.448275+05:30,23248.2,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.33333333333335,33.33333333333335,BEAR,False,,BASE,0,0,0,0.0,False,0.0,0.0,0,0,False,False
2026-09-11T09:46:00.448275+05:30,23248.2,23477.8,23521.9625,23735.238999999998,39.65422158361854,33.33333333333335,33.33333333333335,BEAR,False,,VWAP,0,0,0,0.0,False,0.0,0.0,0,0,False,False
